CustomerID,total_transactions,total_products,total_unique_products,total_sales,avg_product_value,avg_cart_value,min_cart_value,max_cart_value
13813,4,69,54,1366.8600000000001,19.809565217391306,341.71500000000003,281.94,407.54
13814,2,57,37,1579.12,27.703859649122805,789.56,617.54,961.58
13815,4,176,132,4027.36,22.882727272727273,1006.84,103.2,1965.74
13816,2,28,25,571.6700000000001,20.416785714285716,285.83500000000004,199.98000000000002,371.69
13817,2,24,20,382.98,15.957500000000001,191.49,128.7,254.28
13919,2,28,24,384.81,13.743214285714286,192.405,171.66,213.15
14016,4,161,154,4341.21,26.964037267080744,1085.3025,753.74,1477.56
14265,2,31,31,530.18,17.10258064516129,265.09000000000003,252.05,278.13
14277,3,225,195,4216.2,18.738666666666667,1405.3999999999999,499.4,2079.37
14335,2,63,55,468.26,7.432698412698413,234.13,109.01,359.25
14439,1,32,32,2661.24,83.16375,2661.24,2661.24,2661.24
14442,2,63,58,1589.82,25.235238095238095,794.9100000000001,675.58,914.24
14566,1,4,4,1432.0,358.0,1432.0,1432.0,1432.0
14912,2,27,21,867.85,32.14259259259259,433.92499999999995,385.06,482.78999999999996
14930,3,128,116,2372.86,18.53796875,790.9533333333334,165.58,1104.13
14931,5,41,30,1257.68,30.675121951219513,251.536,198.4,293.0
14932,1,17,17,363.53,21.384117647058822,363.53,363.53,363.53
14934,2,87,68,1890.94,21.734942528735633,945.47,828.84,1062.1
14935,1,10,10,1784.71,178.471,1784.71,1784.71,1784.71
14936,8,364,210,8137.02,22.35445054945055,1017.1274999999999,33.0,2060.0299999999997
14937,3,34,33,1621.88,47.70235294117647,540.6266666666667,212.4,759.56
15108,4,60,50,1300.25,21.670833333333334,325.0625,45.0,676.8
15332,4,35,29,1661.06,47.45885714285714,415.265,15.0,1145.06
15388,1,10,10,140.54,14.053999999999998,140.54,140.54,140.54
15480,1,45,45,905.5,20.122222222222224,905.5,905.5,905.5
16320,2,56,56,1038.46,18.543928571428573,519.23,185.78,852.68
16321,5,12,7,373.65000000000003,31.137500000000003,74.72999999999999,67.95,87.75
17097,8,211,153,954.42,4.523317535545024,119.3025,13.25,174.72
17404,15,198,111,31906.82,161.14555555555555,2127.1213333333335,15.0,5296.96
17443,1,1,1,534.24,534.24,534.24,534.24,534.24
17444,3,135,132,2940.04,21.778074074074073,980.0133333333333,550.94,1217.64
17508,1,22,22,387.31,17.605,387.31,387.31,387.31
17828,4,67,54,1820.09,27.1655223880597,455.0225,30.0,833.16
17829,1,30,30,889.24,29.641333333333332,889.24,889.24,889.24
17844,1,5,5,51.559999999999995,10.312,51.559999999999995,51.559999999999995,51.559999999999995
